(.venv) (base) jatinkulkarni@Jatins-MacBook-Pro mod4-jatinkulkarni % python project/run_mnist_multiclass.py
Epoch 8 loss 0.9176982481341074 valid acc 14/16
Epoch 8 loss 0.7757261119266867 valid acc 14/16
Epoch 8 loss 1.1897065740968424 valid acc 15/16
Epoch 8 loss 0.8734394656782145 valid acc 16/16
Epoch 8 loss 0.7764852131958602 valid acc 15/16
Epoch 8 loss 0.7159966644359246 valid acc 14/16
Epoch 8 loss 0.7924196911481987 valid acc 14/16
Epoch 8 loss 0.70240506198723 valid acc 15/16
Epoch 8 loss 0.5007091215354732 valid acc 15/16
Epoch 8 loss 0.225423769046268 valid acc 15/16
Epoch 8 loss 0.35316381593897506 valid acc 16/16
Epoch 8 loss 0.3916278570319951 valid acc 16/16
Epoch 8 loss 0.22509193800763605 valid acc 16/16
Epoch 8 loss 0.7468923159303655 valid acc 16/16
Epoch 8 loss 0.2563247320600318 valid acc 16/16
Epoch 8 loss 0.4947737068132136 valid acc 15/16
Epoch 8 loss 0.7420104249735286 valid acc 15/16
Epoch 8 loss 0.44952645911732225 valid acc 14/16
Epoch 8 loss 0.7917101949001167 valid acc 15/16
Epoch 8 loss 1.3725048656046561 valid acc 16/16
Epoch 8 loss 0.5077182629078998 valid acc 15/16
Epoch 8 loss 0.310672629046191 valid acc 16/16
Epoch 8 loss 0.6782992394630301 valid acc 16/16
Epoch 8 loss 0.3072848221490659 valid acc 16/16
Epoch 8 loss 0.6075698907520461 valid acc 15/16
Epoch 8 loss 0.9333744453634947 valid acc 13/16
Epoch 8 loss 0.4849126419704267 valid acc 15/16
Epoch 8 loss 0.22756211328043774 valid acc 16/16
Epoch 8 loss 0.1913705935202071 valid acc 15/16
Epoch 8 loss 1.1976420393633598 valid acc 16/16
Epoch 8 loss 0.12662640582752552 valid acc 16/16
Epoch 8 loss 0.4876971534215257 valid acc 16/16
Epoch 8 loss 0.8748971826957095 valid acc 16/16
